,comm,count,pid,time,time (ms),cn,ues,tool,syscall
683,open5gs-udrd,312,49021,14:33:34,0.905142,open5gs,10,sysprocess_recvfrom,recvfrom
684,open5gs-pcfd,160,49012,14:33:34,0.513996,open5gs,10,sysprocess_recvfrom,recvfrom
685,open5gs-ausfd,145,49008,14:33:34,0.487998,open5gs,10,sysprocess_recvfrom,recvfrom
686,open5gs-smfd,33,49039,14:33:34,0.174808,open5gs,10,sysprocess_recvfrom,recvfrom
687,open5gs-sgwud,12,49014,14:33:34,0.117669,open5gs,10,sysprocess_recvfrom,recvfrom
688,open5gs-sgwcd,12,49002,14:33:34,0.112287,open5gs,10,sysprocess_recvfrom,recvfrom
689,open5gs-bsfd,20,49003,14:33:34,0.100636,open5gs,10,sysprocess_recvfrom,recvfrom
690,open5gs-nssfd,21,49011,14:33:34,0.074776,open5gs,10,sysprocess_recvfrom,recvfrom
691,open5gs-upfd,12,48990,14:33:34,0.069869,open5gs,10,sysprocess_recvfrom,recvfrom
695,open5gs-scpd,245,29482,13:06:21,2.00162,open5gs,0,sysprocess_recvfrom,recvfrom
696,open5gs-nrfd,71,29485,13:06:21,1.404274,open5gs,0,sysprocess_recvfrom,recvfrom
698,open5gs-smfd,33,29528,13:06:21,0.189363,open5gs,0,sysprocess_recvfrom,recvfrom
699,open5gs-upfd,12,29480,13:06:21,0.142984,open5gs,0,sysprocess_recvfrom,recvfrom
700,open5gs-ausfd,21,29486,13:06:21,0.11674,open5gs,0,sysprocess_recvfrom,recvfrom
701,open5gs-sgwcd,12,29483,13:06:21,0.115076,open5gs,0,sysprocess_recvfrom,recvfrom
702,open5gs-amfd,21,29479,13:06:21,0.102085,open5gs,0,sysprocess_recvfrom,recvfrom
703,open5gs-pcfd,21,29492,13:06:21,0.092721,open5gs,0,sysprocess_recvfrom,recvfrom
704,open5gs-nssfd,21,29491,13:06:21,0.089768,open5gs,0,sysprocess_recvfrom,recvfrom
705,open5gs-udrd,21,29488,13:06:21,0.086182,open5gs,0,sysprocess_recvfrom,recvfrom
706,open5gs-bsfd,21,29489,13:06:21,0.083526,open5gs,0,sysprocess_recvfrom,recvfrom
707,open5gs-sgwud,12,29481,13:06:21,0.068146,open5gs,0,sysprocess_recvfrom,recvfrom
708,open5gs-udmd,21,29490,13:06:21,0.056681,open5gs,0,sysprocess_recvfrom,recvfrom
712,open5gs-scpd,2115,88272,19:02:01,12.79891,open5gs,300,sysprocess_recvfrom,recvfrom
713,open5gs-ausfd,1707,88253,19:02:01,6.273773,open5gs,300,sysprocess_recvfrom,recvfrom
714,open5gs-amfd,1129,88249,19:02:01,4.075456,open5gs,300,sysprocess_recvfrom,recvfrom
715,open5gs-nrfd,648,88270,19:02:01,3.805103,open5gs,300,sysprocess_recvfrom,recvfrom
716,open5gs-smfd,39,88277,19:02:01,0.304149,open5gs,300,sysprocess_recvfrom,recvfrom
718,open5gs-upfd,12,88248,19:02:01,0.164933,open5gs,300,sysprocess_recvfrom,recvfrom
719,open5gs-udmd,28,88273,19:02:01,0.103252,open5gs,300,sysprocess_recvfrom,recvfrom
720,open5gs-pcfd,27,88271,19:02:01,0.101902,open5gs,300,sysprocess_recvfrom,recvfrom
721,open5gs-sgwcd,12,88257,19:02:01,0.098462,open5gs,300,sysprocess_recvfrom,recvfrom
722,open5gs-sgwud,12,88258,19:02:01,0.066973,open5gs,300,sysprocess_recvfrom,recvfrom
723,open5gs-bsfd,21,88255,19:02:01,0.066347,open5gs,300,sysprocess_recvfrom,recvfrom
724,open5gs-nssfd,21,88256,19:02:01,0.063989,open5gs,300,sysprocess_recvfrom,recvfrom
725,open5gs-udrd,21,88274,19:02:01,0.062305,open5gs,300,sysprocess_recvfrom,recvfrom
727,open5gs-scpd,856,78433,17:51:25,6.763781,open5gs,200,sysprocess_recvfrom,recvfrom
728,open5gs-nrfd,323,78407,17:51:25,2.453759,open5gs,200,sysprocess_recvfrom,recvfrom
729,open5gs-amfd,395,78389,17:51:25,1.960256,open5gs,200,sysprocess_recvfrom,recvfrom
731,open5gs-smfd,41,78431,17:51:25,0.219221,open5gs,200,sysprocess_recvfrom,recvfrom
732,open5gs-pcfd,30,78421,17:51:25,0.151433,open5gs,200,sysprocess_recvfrom,recvfrom
733,open5gs-udmd,26,78419,17:51:25,0.145904,open5gs,200,sysprocess_recvfrom,recvfrom
734,open5gs-sgwud,15,78405,17:51:25,0.124452,open5gs,200,sysprocess_recvfrom,recvfrom
735,open5gs-sgwcd,15,78406,17:51:25,0.113309,open5gs,200,sysprocess_recvfrom,recvfrom
736,open5gs-bsfd,22,78413,17:51:25,0.110015,open5gs,200,sysprocess_recvfrom,recvfrom
737,open5gs-upfd,12,78408,17:51:25,0.109912,open5gs,200,sysprocess_recvfrom,recvfrom
738,open5gs-udrd,21,78420,17:51:25,0.101309,open5gs,200,sysprocess_recvfrom,recvfrom
739,open5gs-ausfd,28,78415,17:51:25,0.099669,open5gs,200,sysprocess_recvfrom,recvfrom
740,open5gs-nssfd,21,78418,17:51:25,0.094203,open5gs,200,sysprocess_recvfrom,recvfrom
744,udr,26,203700,03:23:00,0.447791,oai,300,sysprocess_recvfrom,recvfrom
746,smf,23,203699,03:23:00,0.142936,oai,300,sysprocess_recvfrom,recvfrom
747,udm,25,203685,03:23:00,0.138029,oai,300,sysprocess_recvfrom,recvfrom
754,udm,134,78071,16:57:09,0.500075,oai,10,sysprocess_recvfrom,recvfrom
755,ausf,60,78068,16:57:09,0.383979,oai,10,sysprocess_recvfrom,recvfrom
756,amf,70,78089,16:57:09,0.252416,oai,10,sysprocess_recvfrom,recvfrom
757,udr,25,78090,16:57:09,0.157818,oai,10,sysprocess_recvfrom,recvfrom
758,smf,22,78094,16:57:09,0.10946,oai,10,sysprocess_recvfrom,recvfrom
765,udr,27,66303,15:18:33,0.13949,oai,5,sysprocess_recvfrom,recvfrom
766,ausf,22,66287,15:18:33,0.11772,oai,5,sysprocess_recvfrom,recvfrom
767,udm,23,66291,15:18:33,0.115249,oai,5,sysprocess_recvfrom,recvfrom
768,smf,22,66304,15:18:33,0.102159,oai,5,sysprocess_recvfrom,recvfrom
777,udr,27,153578,01:50:41,0.655507,oai,200,sysprocess_recvfrom,recvfrom
779,ausf,23,153564,01:50:41,0.116887,oai,200,sysprocess_recvfrom,recvfrom
780,smf,23,153579,01:50:41,0.102067,oai,200,sysprocess_recvfrom,recvfrom
788,ausf,24,94838,22:40:56,0.138042,oai,50,sysprocess_recvfrom,recvfrom
789,udr,25,94869,22:40:56,0.13169,oai,50,sysprocess_recvfrom,recvfrom
790,smf,23,94859,22:40:56,0.096657,oai,50,sysprocess_recvfrom,recvfrom
795,udr,26,117866,00:18:15,3.092614,oai,100,sysprocess_recvfrom,recvfrom
799,smf,22,117855,00:18:15,0.086991,oai,100,sysprocess_recvfrom,recvfrom
805,udr,23,54775,13:02:33,0.107422,oai,0,sysprocess_recvfrom,recvfrom
